node_id,name,food_group,primary_category,is_vegetarian,is_vegan,cuisine_region,nova_level,is_gluten_free,is_crustacean_free,is_egg_free,is_fish_free,is_peanut_free,is_soy_free,is_lactose_free,is_nut_free,is_celery_free,is_mustard_free,is_sesame_free,is_sulfite_free,is_lupin_free,is_mollusc_free
27,alligator,Pantry,Pantry,True,True,Western_Atlantic,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
28,allspice,Spice,Spice,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
29,allulose,Sweet,Sweet,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
30,almond,Nut/Seed,Nut/Seed,True,True,universal,1.0,True,True,True,True,True,True,True,False,True,True,True,True,True,True
31,almond_butter,Nut/Seed,Nut/Seed,True,True,universal,2.0,True,True,True,True,True,True,True,False,True,True,True,True,True,True
32,almond_milk,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,False,True,True,True,True,True,True
33,almond_paste,Nut/Seed,Nut/Seed,True,True,universal,3.0,True,True,False,True,True,True,True,False,True,True,True,True,True,True
34,almond_tofu,Pantry,Pantry,True,True,East_Asian;Japanese,,True,True,True,True,True,False,True,False,True,True,True,True,True,True
35,aloe_vera,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
36,alum,Pantry,Pantry,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
37,amaranth,Grain,Grain,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
38,amaretti_cookie,Sweet,Sweet,True,True,Mediterranean,4.0,True,True,False,True,True,True,True,False,True,True,True,True,True,True
39,amaretto,Beverage,Beverage,True,True,Mediterranean,4.0,True,True,True,True,True,True,True,False,True,True,True,True,True,True
40,amaro,Beverage,Beverage,True,True,Mediterranean,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
41,amazake,Beverage,Beverage,True,True,Japanese,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
42,amberjack,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
43,amchur,Spice,Spice,True,True,South_Asian,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
44,american_cheese,Dairy,Dairy,True,False,Western_Atlantic,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
45,anaheim_chile,Pantry,Pantry,True,True,Latin_American;Western_Atlantic,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
46,anardana_powder,Pantry,Pantry,True,True,South_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
47,ancho_chile,Pantry,Pantry,True,True,Latin_American,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
48,anchovy,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
49,andouille_sausage,Meat,Meat,False,False,Western_Atlantic,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
50,angelica_root,Herb,Herb,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
51,anise,Spice,Spice,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
52,anisette,Beverage,Beverage,True,True,Mediterranean,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
53,annatto_seed,Spice,Spice,True,True,Latin_American,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
54,aonori,Pantry,Pantry,True,True,Japanese,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
55,apple,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
56,apple_brandy,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
57,apple_cider,Beverage,Beverage,True,True,universal,3.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
58,apple_cider_vinegar,Pantry,Pantry,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
59,apple_pie_spice,Spice,Spice,True,True,Western_Atlantic,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
60,applewood_chip,Pantry,Pantry,True,True,Western_Atlantic,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
61,apricot,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
62,apricot_brandy,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
63,aquafaba,Legume,Legume,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
64,aquavit,Beverage,Beverage,True,True,Western_Atlantic,4.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
65,arame,Seafood,Seafood,False,False,Japanese,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
66,arctic_char,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
67,arepa,Grain,Grain,True,True,Latin_American,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
68,argan_oil,Fat/Oil,Fat/Oil,True,True,Mediterranean,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
69,armagnac,Beverage,Beverage,True,True,Mediterranean,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
70,aronia_berry,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
71,arrowhead,Vegetable,Vegetable,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
72,arrowroot,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
73,artichoke,Vegetable,Vegetable,True,True,Mediterranean,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
74,arugula,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
75,asafoetida,Spice,Spice,True,True,South_Asian,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
76,asam_gelugur,Pantry,Pantry,True,True,Southeast_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
77,ascorbic_acid,Pantry,Pantry,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
78,asiago_cheese,Dairy,Dairy,True,False,Mediterranean,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
79,asian_pear,Fruit,Fruit,True,True,East_Asian;Japanese,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
80,asparagus,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
81,astragalus_root,Herb,Herb,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
82,avocado,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
83,avocado_oil,Fat/Oil,Fat/Oil,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
84,ayran,Pantry,Pantry,True,True,Mediterranean;Eastern_European,,True,True,True,True,True,True,False,True,True,True,True,True,True,True
85,bacon,Meat,Meat,False,False,universal,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
86,bagel,Grain,Grain,True,True,Western_Atlantic,4.0,False,True,True,True,True,True,True,True,True,True,False,True,True,True
87,baharat,Spice,Spice,True,True,Mediterranean,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
88,bai_ji_mo,Grain,Grain,True,True,East_Asian,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
89,baijiu,Beverage,Beverage,True,True,East_Asian,4.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
90,bak_kut_teh_spice,Pantry,Pantry,True,True,Southeast_Asian;East_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
91,baked_beans,Legume,Legume,True,True,Western_Atlantic,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
92,bakers_ammonia,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
93,baking_powder,Pantry,Pantry,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
94,baking_soda,Pantry,Pantry,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
95,balado_seasoning,Pantry,Pantry,True,True,Southeast_Asian,,True,False,True,False,True,True,True,True,True,True,True,True,True,True
96,balsamic_vinegar,Pantry,Pantry,True,True,Mediterranean,3.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
97,balut,Pantry,Pantry,True,True,Southeast_Asian,,True,True,False,True,True,True,True,True,True,True,True,True,True,True
98,balyk,Fish,Fish,False,False,Eastern_European,3.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
99,bamboo_leaf,Herb,Herb,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
100,bamboo_pith_mushroom,Vegetable,Vegetable,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
101,bamboo_salt,Pantry,Pantry,True,True,East_Asian,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
102,bamboo_shoot,Vegetable,Vegetable,True,True,East_Asian;Southeast_Asian;Japanese,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
103,banana,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
104,banana_blossom,Vegetable,Vegetable,True,True,Southeast_Asian;South_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
105,banana_leaf,Herb,Herb,True,True,Southeast_Asian;South_Asian;Latin_American,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
106,banana_pepper,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
107,barbecue_sauce,Pantry,Pantry,True,True,Western_Atlantic,4.0,False,True,True,False,True,False,True,True,True,False,True,False,True,True
108,barbecue_seasoning,Spice,Spice,True,True,Western_Atlantic,4.0,True,True,True,True,True,True,True,True,False,False,True,True,True,True
109,barberry,Fruit,Fruit,True,True,Mediterranean;Eastern_European,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
110,barley,Grain,Grain,True,True,universal,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
111,barley_grass,Vegetable,Vegetable,True,True,universal,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
112,barramundi,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
113,basa,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
114,basil,Herb,Herb,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
115,basil_seed,Seed,Seed,True,True,Southeast_Asian;South_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
116,basmati_rice,Grain,Grain,True,True,South_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
117,batang_fish,Fish,Fish,False,False,Southeast_Asian,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
118,bay_leaf,Herb,Herb,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
119,bean,Legume,Legume,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
120,bean_sprout,Vegetable,Vegetable,True,True,East_Asian;Southeast_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
121,bear_meat,Meat,Meat,False,False,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
122,bearnaise_sauce,Pantry,Pantry,True,True,Mediterranean,3.0,True,True,False,True,True,True,False,True,True,True,True,True,True,True
123,bechamel,Pantry,Pantry,True,True,Mediterranean,,False,True,True,True,True,True,False,True,True,True,True,True,True,True
124,bee_pollen,Pantry,Pantry,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
125,beef,Meat,Meat,False,False,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
126,beer,Beverage,Beverage,True,True,universal,3.0,False,True,True,True,True,True,True,True,True,True,True,False,True,True
127,beet,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
128,bel_paese_cheese,Dairy,Dairy,True,False,Mediterranean,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
129,bell_pepper,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
130,bellflower_root,Vegetable,Vegetable,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
131,benedictine,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
132,berbere,Spice,Spice,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
133,bergamot,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
134,berry,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
135,bilimbi,Fruit,Fruit,True,True,Southeast_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
136,birds_eye_chili,Spice,Spice,True,True,Southeast_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
137,birds_nest,Pantry,Pantry,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
138,biryani_masala,Pantry,Pantry,True,True,South_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
139,biscotti,Grain,Grain,True,True,Mediterranean,4.0,False,True,False,True,True,True,True,False,True,True,True,True,True,True
140,biscuit,Grain,Grain,True,True,universal,4.0,False,True,False,True,True,True,False,True,True,True,True,True,True,True
141,bison,Meat,Meat,False,False,Western_Atlantic,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
142,bitter_almond,Nut/Seed,Nut/Seed,True,True,universal,1.0,True,True,True,True,True,True,True,False,True,True,True,True,True,True
143,bitter_green,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
144,bitter_melon,Vegetable,Vegetable,True,True,East_Asian;Southeast_Asian;South_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
145,bitter_orange,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
146,bittern,Pantry,Pantry,True,True,Japanese;East_Asian,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
147,bitters,Pantry,Pantry,True,True,universal,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
148,black_bean,Legume,Legume,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
149,black_bean_paste,Pantry,Pantry,True,True,East_Asian,3.0,False,True,True,True,True,False,True,True,True,True,True,True,True,True
150,black_currant,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
151,black_eyed_pea,Legume,Legume,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
152,black_garlic,Vegetable,Vegetable,True,True,universal,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
153,black_olive,Vegetable,Vegetable,True,True,Mediterranean,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
154,black_pepper,Spice,Spice,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
155,black_rice,Grain,Grain,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
156,black_salt,Pantry,Pantry,True,True,South_Asian,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
157,black_sesame_seed,Nut/Seed,Nut/Seed,True,True,East_Asian;Japanese,1.0,True,True,True,True,True,True,True,True,True,True,False,True,True,True
158,black_tea,Beverage,Beverage,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
159,black_treacle,Sweet,Sweet,True,True,Western_Atlantic,2.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
160,black_truffle,Vegetable,Vegetable,True,True,Mediterranean,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
161,black_vinegar,Pantry,Pantry,True,True,East_Asian,2.0,False,True,True,True,True,True,True,True,True,True,True,False,True,True
162,blackberry,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
163,blackening_seasoning,Spice,Spice,True,True,Western_Atlantic,2.0,True,True,True,True,True,True,True,True,False,False,True,True,True,True
164,blood_orange,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
165,blood_sausage,Meat,Meat,False,False,Mediterranean;Eastern_European;Western_Atlantic,3.0,False,True,True,True,True,True,True,True,True,True,True,False,True,True
166,blood_tofu,Meat,Meat,False,False,East_Asian,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
167,bloody_mary_mix,Beverage,Beverage,True,True,Western_Atlantic,4.0,False,True,True,False,True,True,True,True,False,True,True,False,True,True
168,blue_cheese,Dairy,Dairy,True,False,universal,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
169,blue_curacao,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
170,blueberry,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
171,bluefish,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
172,bok_choy,Vegetable,Vegetable,True,True,East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
173,bolillo,Grain,Grain,True,True,Latin_American,3.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
174,bolognese_sauce,Pantry,Pantry,True,True,Mediterranean,3.0,False,True,True,True,True,True,False,True,False,True,True,False,True,True
175,bombay_duck_fish,Pantry,Pantry,True,True,South_Asian,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
176,bone,Meat,Meat,False,False,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
177,bone_marrow,Meat,Meat,False,False,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
178,bonito,Fish,Fish,False,False,Japanese,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
179,bonito_flakes,Pantry,Pantry,True,True,Japanese,,True,True,True,False,True,True,True,True,True,True,True,True,True,True
180,borage,Herb,Herb,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
181,borlotti_bean,Legume,Legume,True,True,Mediterranean,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
182,bottarga,Fish,Fish,False,False,Mediterranean,3.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
183,bottle_gourd,Vegetable,Vegetable,True,True,South_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
184,bouquet_garni,Herb,Herb,True,True,Mediterranean,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
185,bourbon,Beverage,Beverage,True,True,Western_Atlantic,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
186,boursin_cheese,Dairy,Dairy,True,False,Mediterranean,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
187,boysenberry,Fruit,Fruit,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
188,braising_liquid,Pantry,Pantry,True,True,universal,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,bran,Grain,Grain,True,True,universal,1.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
190,brandy,Beverage,Beverage,True,True,universal,4.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True
191,branzino,Fish,Fish,False,False,Mediterranean,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
192,bratwurst,Meat,Meat,False,False,Western_Atlantic,3.0,False,True,False,True,True,False,False,True,False,False,True,False,True,True
193,braunschweiger,Meat,Meat,False,False,Western_Atlantic,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
194,brazil_nut,Nut/Seed,Nut/Seed,True,True,Latin_American,1.0,True,True,True,True,True,True,True,False,True,True,True,True,True,True
195,bread,Grain,Grain,True,True,universal,3.0,False,True,False,True,True,False,False,False,True,True,False,False,True,True
196,bread_crumbs,Pantry,Pantry,True,True,universal,,False,True,True,True,True,True,True,True,True,True,True,True,True,True
197,breadfruit,Fruit,Fruit,True,True,Latin_American;Southeast_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
198,bream,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
199,bresaola,Meat,Meat,False,False,Mediterranean,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
200,brewers_yeast,Pantry,Pantry,True,True,universal,2.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
201,brick_cheese,Dairy,Dairy,True,False,Western_Atlantic,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
202,brick_tea,Beverage,Beverage,True,True,East_Asian,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
203,brie_cheese,Dairy,Dairy,True,False,Mediterranean,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
204,brine,Pantry,Pantry,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
205,brioche,Grain,Grain,True,True,Mediterranean,3.0,False,True,False,True,True,True,False,True,True,True,True,True,True,True
206,broccoli,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
207,broccoli_rabe,Vegetable,Vegetable,True,True,Mediterranean,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
208,broccolini,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
209,broth,Pantry,Pantry,True,True,universal,3.0,False,True,True,False,True,False,True,True,False,True,True,False,True,True
210,brown_rice,Grain,Grain,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
211,brown_sauce,Pantry,Pantry,True,True,Western_Atlantic,4.0,False,True,True,True,True,True,True,True,True,True,True,False,True,True
212,brown_sugar,Sweet,Sweet,True,True,universal,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
213,browning_sauce,Pantry,Pantry,True,True,Latin_American,4.0,True,True,True,True,True,True,True,True,False,True,True,False,True,True
214,brussels_sprout,Vegetable,Vegetable,True,True,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
215,bryndza,Pantry,Pantry,True,True,Eastern_European,,True,True,True,True,True,True,False,True,True,True,True,True,True,True
216,buckwheat,Grain,Grain,True,True,Eastern_European;Japanese,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
217,budae_jjigae_base,Pantry,Pantry,True,True,East_Asian,4.0,False,True,True,False,True,False,True,True,True,True,True,False,True,True
218,buffalo_meat,Meat,Meat,False,False,universal,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
219,buffalo_milk,Dairy,Dairy,True,False,South_Asian,1.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
220,buffalo_wing_sauce,Pantry,Pantry,True,True,Western_Atlantic,4.0,False,True,True,False,True,True,False,True,True,True,True,False,True,True
221,buldak_sauce,Pantry,Pantry,True,True,East_Asian,4.0,False,True,True,True,True,False,True,True,True,True,False,True,True,True
222,bulgogi,Pantry,Pantry,True,True,East_Asian,,False,True,True,True,True,False,True,True,True,True,False,True,True,True
223,bulgur,Grain,Grain,True,True,Mediterranean,2.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True
224,burdock_root,Vegetable,Vegetable,True,True,Japanese;East_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225,burrata,Dairy,Dairy,True,False,Mediterranean,3.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
226,butifarra,Pantry,Pantry,True,True,Mediterranean,,True,True,True,True,True,True,True,True,True,True,True,True,True,True
227,butter,Dairy,Dairy,True,False,universal,2.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True
228,buttercream,Pantry,Pantry,True,True,universal,,True,True,False,True,True,True,False,True,True,True,True,True,True,True
229,butterfish,Fish,Fish,False,False,universal,1.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True
230,butterfly_pea_flower,Herb,Herb,True,True,Southeast_Asian,1.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
